subset,k,aic
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.392750293259
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA2')",8,5492.392832553425
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4')",8,5492.393224613985
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3')",8,5492.393226012586
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.393321109994
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.393855995945
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag3', 'VolumeLag1', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.394041671469
"('CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.3940482119215
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA4')",8,5492.3941617946075
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.394232152176
"('CloseLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.394256086227
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag2')",8,5492.394339201404
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'CloseEMA4')",8,5492.3946846408435
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.39469271366
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.394803631323
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.3952324642105
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA8')",8,5492.395498526848
"('CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA4')",8,5492.395597714056
"('CloseLag1', 'CloseLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA2')",8,5492.395689761936
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA2')",8,5492.395802898564
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3')",8,5492.395882705304
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'CloseEMA2')",8,5492.396094380623
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2')",8,5492.396304902672
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.396564082045
"('CloseLag1', 'HMLLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.397111283189
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.3976398996365
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.397641157102
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.397967065221
"('CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.3979758075675
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.398313741229
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.39860136194
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA2')",8,5492.398608502236
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2')",8,5492.3987497726375
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.3987730566805
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.398944643352
"('CloseLag1', 'CloseLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA4')",8,5492.398964645998
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2')",8,5492.399026542094
"('CloseLag1', 'CloseLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.39907641997
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA2')",8,5492.39910524574
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.399115922028
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2')",8,5492.3991568965685
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA4')",8,5492.399211630687
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.399298006547
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'CloseEMA2', 'CloseEMA4')",8,5492.3993043698
"('CloseLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.39933263538
"('CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA4')",8,5492.399384654265
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'CloseEMA2')",8,5492.399647834996
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'CloseEMA2')",8,5492.399858735545
"('CloseLag1', 'CloseLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.399958760272
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.400007060551
"('CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.400008076502
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.400270366183
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA4')",8,5492.400521687805
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.400612311714
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA4')",8,5492.401371188811
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.401389939889
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.401516084112
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2')",8,5492.401731109321
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.402036510313
"('CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.40220261498
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'CloseEMA4')",8,5492.402510857881
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.402734360842
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA2')",8,5492.403078953203
"('CloseLag1', 'HMLLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.403206632618
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.403313080003
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA4')",8,5492.403493552543
"('CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.403778092067
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.403843656391
"('CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.403856454607
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.403889721699
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.404167132551
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3')",8,5492.404266565231
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'CloseEMA2')",8,5492.404273465754
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag3', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.4043072434815
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'CloseEMA4')",8,5492.404334255205
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2')",8,5492.40484816173
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.405113461755
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA4')",8,5492.405387814841
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.405845436617
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.406447747095
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2')",8,5492.406502281675
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.40671070424
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA4')",8,5492.406847056798
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.40702461709
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2')",8,5492.407143763833
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.408158530131
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.408321378805
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.408675064886
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.408720969153
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA4')",8,5492.408739114506
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3')",8,5492.408767725528
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA8')",8,5492.40896878579
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.409300381103
"('CloseLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA4')",8,5492.409382321327
"('CloseLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA2')",8,5492.409583855528
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",8,5492.4098923918045
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'CloseEMA4')",8,5492.409918456216
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.410687315611
"('CloseLag1', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA4')",8,5492.410729327491
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",8,5492.411177020217
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'CloseEMA4')",8,5492.411324376801
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'CloseEMA4')",8,5492.411523133855
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'CloseEMA2')",8,5492.411678374749
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",8,5492.411874139716
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA4')",8,5492.411922702604
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.412016409131
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA2')",8,5492.412216031485
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3')",8,5492.412217089638
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA2')",8,5492.4122316581
"('CloseLag1', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA2')",8,5492.412435836215
"('CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.412655213666
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.413004426625
"('CloseLag1', 'CloseLag3', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",8,5492.413520885207
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.413626046252
"('HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",8,5492.413867041308
"('HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.413884835921
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'CloseEMA4')",8,5492.413913108469
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.414064995825
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.41414892005
"('CloseLag1', 'CloseLag3', 'HMLLag3', 'OMCLag3', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.4147440690385
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.415060864705
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag2', 'CloseEMA4')",8,5492.415122291053
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'CloseEMA4')",8,5492.41513799844
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'CloseEMA4', 'CloseEMA8')",8,5492.415612491435
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.41573178223
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'CloseEMA4')",8,5492.415736473546
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.415840921196
"('CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.4158756277875
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",8,5492.416031896315
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4')",8,5492.416095696595
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.416244856343
"('CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.4162569023265
"('CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA8')",8,5492.416797879194
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag2', 'CloseEMA4')",8,5492.4168609386525
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",8,5492.417119547643
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'CloseEMA4')",8,5492.417347656662
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA8')",8,5492.417407047548
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",8,5492.417563603331
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'CloseEMA2')",8,5492.417746166436
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA2')",8,5492.417973293066
"('HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",8,5492.418368180532
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'CloseEMA4')",8,5492.418392756577
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag2', 'CloseEMA4')",8,5492.418539935375
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",8,5492.418606639583
"('CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA8')",8,5492.418754993392
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'CloseEMA2', 'CloseEMA8')",8,5492.419454125394
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA4')",8,5492.419667598133
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",8,5492.420304320855
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA2')",8,5492.420369286361
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.420810321066
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'CloseEMA2')",8,5492.420945832368
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1')",8,5492.421159977287
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",8,5492.421484285625
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA8')",8,5492.421746459822
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA4', 'CloseEMA8')",8,5492.421758400389
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'CloseEMA2')",8,5492.421770732232
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'CloseEMA4')",8,5492.421827608652
"('CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",8,5492.422369887627
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag2', 'CloseEMA2')",8,5492.422453919794
"('CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",8,5492.422525520163
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'CloseEMA2', 'CloseEMA4')",8,5492.422856299932
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'CloseEMA2')",8,5492.422957402649
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'CloseEMA2', 'CloseEMA8')",8,5492.423047378383
